UNIQUE IDENTIFICATION,CODE,COMBINATION,INDIVIDUAL OFFER,QUANTITY,AQUISTION,REACTIVATION,RETENTION,TOTAL REDEMPTIONS,SALES,MARGIN,TICKET,MARGIN %,MARKDOWN 
9016,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"19,064",0,0,1,1,$133.00,$133.00,$133.00,100.0%,$5.00
9016,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,064",0,2,66,68,"$3,433.75",$842.64,$50.50,24.5%,$554.54
205,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,085",0,0,3,3,$138.32,$31.15,$46.11,22.5%,$28.60
4651,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"19,107",4,2,18,24,$877.28,$277.63,$36.55,31.6%,$100.21
4651,8955P,10% OFF PURCHASE / 25% OFF PETWASH,25% OFF PETWASH,"19,107",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
4652,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"19,115",0,0,18,18,$911.17,$243.36,$50.62,26.7%,$138.44
98,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"19,153",0,0,1,1,$73.48,$68.61,$73.48,93.4%,$7.50
98,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,153",0,4,89,93,"$5,805.32","$1,216.57",$62.42,21.0%,"$1,123.98"
4430,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"19,170",0,0,7,7,$559.96,$533.02,$79.99,95.2%,$149.00
4430,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,170",0,0,13,13,$345.13,$124.59,$26.55,36.1%,$79.82
4381,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"19,191",0,0,2,2,$21.00,$21.00,$10.50,100.0%,$7.00
4381,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,191",0,2,51,53,"$3,612.51",$898.84,$68.16,24.9%,$654.02
4418,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,228",0,0,1,1,$1.38,-$6.85,$1.38,-496.4%,-$1.05
4418,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,228",0,0,13,13,$906.46,$177.06,$69.73,19.5%,$100.76
9050,8946B,$10 OFF $60,$10 OFF $60,"19,267",0,1,22,23,"$1,741.45",$350.97,$75.72,20.2%,$219.48
4210,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"19,310",0,0,5,5,$334.30,$334.30,$66.86,100.0%,$99.50
4210,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,310",0,0,25,25,"$1,042.42",$318.82,$41.70,30.6%,$191.02
4289,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"19,314",2,5,36,43,"$2,142.33",$486.92,$49.82,22.7%,$357.60
4289,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"19,314",0,1,3,4,$365.50,$365.50,$91.38,100.0%,$22.50
4182,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"19,325",1,0,4,5,$579.75,$579.75,$115.95,100.0%,$119.25
4182,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,325",1,4,25,30,"$1,122.45",$375.91,$37.42,33.5%,$240.20
4428,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,325",0,0,1,1,-$35.98,-$16.38,-$35.98,45.5%,-$4.00
4428,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,325",4,3,98,105,"$4,912.78","$1,557.43",$46.79,31.7%,$531.64
4510,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,347",0,0,1,1,$58.55,$16.04,$58.55,27.4%,$19.53
4467,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"19,356",1,2,5,8,$336.00,$336.00,$42.00,100.0%,$121.00
4467,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,356",0,4,8,12,$594.18,$198.61,$49.52,33.4%,$71.64
138,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"19,374",0,0,2,2,-$57.09,-$15.20,-$28.55,26.6%,-$11.85
138,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"19,374",0,8,100,108,"$4,871.63","$1,195.42",$45.11,24.5%,$861.83
138,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"19,374",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
4098,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,434",2,8,68,78,"$3,682.48",$913.89,$47.21,24.8%,$616.35
4197,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,454",0,2,23,25,"$1,748.38",$508.63,$69.94,29.1%,$198.39
231,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"19,458",0,4,56,60,"$3,075.09",$801.36,$51.25,26.1%,$323.23
231,8955S,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON, 25% OFF PETWASH OR GROOMING ADD ON,"19,458",0,0,1,1,$103.00,$103.00,$103.00,100.0%,$5.00
3,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,472",0,0,10,10,$373.41,$89.47,$37.34,24.0%,$88.90
3,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"19,472",0,0,2,2,$106.61,$78.54,$53.31,73.7%,$11.25
3,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,472",0,0,1,1,$2.76,$1.73,$2.76,62.7%,-$1.04
3,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,472",0,2,70,72,"$3,502.07",$668.92,$48.64,19.1%,$584.91
9026,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,510",1,5,59,65,"$3,262.64",$766.72,$50.19,23.5%,$674.82
9026,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"19,510",0,1,2,3,$158.44,$134.94,$52.81,85.2%,$13.00
9026,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,510",0,0,2,2,-$25.79,-$8.82,-$12.90,34.2%,-$7.67
9026,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,510",8,20,132,160,"$7,869.08","$2,123.00",$49.18,27.0%,"$1,252.59"
83,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"19,536",0,0,1,1,$68.25,$62.34,$68.25,91.3%,$5.00
83,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,536",0,0,2,2,$75.17,-$5.38,$37.59,-7.2%,-$11.45
83,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,536",1,3,76,80,"$4,772.39",$988.18,$59.65,20.7%,$779.88
4303,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,560",2,2,45,49,"$2,644.13",$697.22,$53.96,26.4%,$306.93
4338,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,601",0,0,1,1,$1.24,$7.03,$1.24,566.9%,-$1.90
4338,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,601",4,6,63,73,"$4,429.02","$1,281.94",$60.67,28.9%,$456.81
4298,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"19,664",3,14,85,102,"$5,450.77","$1,193.79",$53.44,21.9%,$595.41
4084,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"19,686",1,6,73,80,"$4,392.36",$965.85,$54.90,22.0%,$724.33
4084,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"19,686",0,0,3,3,$31.50,$31.50,$10.50,100.0%,$10.50
4468,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,715",0,0,2,2,-$30.58,-$16.33,-$15.29,53.4%,-$3.78
4468,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,715",2,3,98,103,"$4,448.55","$1,150.00",$43.19,25.9%,$494.55
4087,8946B,$10 OFF $60,$10 OFF $60,"19,764",0,0,2,2,-$3.74,-$1.91,-$1.87,51.1%,-$9.73
4087,8946B,$10 OFF $60,$10 OFF $60,"19,764",1,7,126,134,"$10,372.40","$2,652.48",$77.41,25.6%,"$1,320.28"
4021,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"19,765",1,0,8,9,$751.42,$724.92,$83.49,96.5%,$192.00
4021,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,765",0,0,1,1,$60.36,$0.59,$60.36,1.0%,-$2.12
4021,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,765",1,3,35,39,"$1,714.96",$557.05,$43.97,32.5%,$324.65
4138,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,816",0,6,47,53,"$2,634.63",$628.42,$49.71,23.9%,$554.51
4138,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,816",0,2,36,38,"$1,717.90",$357.49,$45.21,20.8%,$248.54
4558,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"19,831",0,0,1,1,$81.75,$81.75,$81.75,100.0%,$17.25
4558,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,831",0,0,3,3,$131.31,$52.75,$43.77,40.2%,$18.50
4191,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"19,847",4,2,23,29,"$1,367.21",$304.93,$47.15,22.3%,$149.60
4191,8955P,10% OFF PURCHASE / 25% OFF PETWASH,25% OFF PETWASH,"19,847",0,0,2,2,$45.50,$45.50,$22.75,100.0%,$7.00
209,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,905",0,0,1,1,-$29.98,-$15.38,-$29.98,51.3%,-$10.00
209,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,905",0,6,58,64,"$3,681.66",$728.29,$57.53,19.8%,$719.84
209,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"19,905",0,2,15,17,$633.33,$171.86,$37.25,27.1%,$93.39
4016,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"19,940",28,36,131,195,"$9,687.70","$3,321.19",$49.68,34.3%,"$1,042.00"
4431,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"19,941",0,3,38,41,"$1,794.25",$408.47,$43.76,22.8%,$339.71
4431,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"19,941",0,0,1,1,$20.50,$16.19,$20.50,79.0%,$3.50
94,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"19,949",0,0,8,8,$564.51,$545.66,$70.56,96.7%,$137.47
94,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,949",0,0,24,24,$790.87,$225.85,$32.95,28.6%,$148.65
7013,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"19,972",0,1,14,15,$581.16,$154.27,$38.74,26.5%,$92.43
4311,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"20,069",12,22,126,160,"$7,415.93","$2,196.88",$46.35,29.6%,$817.29
4153,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,121",1,1,16,18,$771.67,$146.73,$42.87,19.0%,$139.71
4153,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"20,121",0,2,2,4,$359.44,$312.28,$89.86,86.9%,$16.25
4153,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,121",0,6,51,57,"$2,946.70",$795.28,$51.70,27.0%,$483.57
130,8946B,$10 OFF $60,$10 OFF $60,"20,128",0,6,100,106,"$7,259.44","$1,524.49",$68.49,21.0%,"$1,049.72"
4073,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"20,206",0,0,1,1,$6.70,$4.86,$6.70,72.5%,-$1.70
4073,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"20,206",0,1,38,39,"$2,033.47",$586.75,$52.14,28.9%,$229.05
4073,8955P,10% OFF PURCHASE / 25% OFF PETWASH,25% OFF PETWASH,"20,206",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
4261,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"20,243",1,2,44,47,"$2,803.08",$611.88,$59.64,21.8%,$312.97
4261,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"20,243",0,2,37,39,"$2,462.09",$681.90,$63.13,27.7%,$300.80
4018,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"20,286",0,1,31,32,"$1,696.00",$504.03,$53.00,29.7%,$277.01
4018,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"20,286",0,1,1,2,$21.00,$21.00,$10.50,100.0%,$7.00
4125,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"20,292",0,0,13,13,"$1,004.07","$1,000.36",$77.24,99.6%,$230.84
4125,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"20,292",0,0,23,23,$913.49,$304.13,$39.72,33.3%,$178.76
4469,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"20,324",0,0,13,13,$480.51,$158.89,$36.96,33.1%,$102.62
4521,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,369",0,0,1,1,$33.57,$9.40,$33.57,28.0%,$3.73
4521,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"20,369",0,0,1,1,$78.50,$78.50,$78.50,100.0%,$2.50
4521,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,369",1,1,7,9,$402.37,$98.30,$44.71,24.4%,$54.17
4623,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"20,375",6,0,18,24,"$1,480.29",$524.13,$61.68,35.4%,$127.83
4623,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"20,375",1,0,7,8,$408.35,$130.77,$51.04,32.0%,$64.00
8020,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"20,452",0,0,1,1,$58.25,$58.25,$58.25,100.0%,$17.75
8020,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"20,452",0,0,1,1,$10.50,$3.70,$10.50,35.2%,$3.50
9065,8946B,$10 OFF $60,$10 OFF $60,"20,484",0,4,74,78,"$6,960.27","$1,966.99",$89.23,28.3%,$780.01
4455,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"20,496",3,3,44,50,"$2,861.59",$684.75,$57.23,23.9%,$330.60
4455,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"20,496",0,2,23,25,"$1,385.48",$232.93,$55.42,16.8%,$200.00
4646,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,544",0,0,2,2,$123.13,$28.81,$61.57,23.4%,$17.97
4395,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"20,549",0,0,5,5,$388.62,$388.62,$77.72,100.0%,$32.88
4395,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,549",0,4,51,55,"$4,300.49",$882.04,$78.19,20.5%,$792.80
4378,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"20,643",0,0,1,1,-$15.12,-$19.32,-$15.12,127.8%,-$1.68
4378,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"20,643",1,3,64,68,"$3,289.97",$718.52,$48.38,21.8%,$384.21
247,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"20,753",0,3,68,71,"$3,215.62",$855.43,$45.29,26.6%,$357.65
247,8961E,10% OFF PURCHASE / 50% OFF PETWASH,50% OFF PETWASH,"20,753",0,0,4,4,$33.00,$30.98,$8.25,93.9%,$28.00
4035,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,755",0,0,1,1,-$8.08,-$3.65,-$8.08,45.2%,-$0.90
4035,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,755",3,8,141,152,"$7,968.08","$1,694.28",$52.42,21.3%,"$1,451.09"
8006,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"20,764",0,0,16,16,$614.84,$173.40,$38.43,28.2%,$119.41
4438,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"20,770",1,1,1,3,$199.50,$199.50,$66.50,100.0%,$62.50
4438,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"20,770",1,1,9,11,$660.27,$218.23,$60.02,33.1%,$83.44
4437,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"20,785",1,2,7,10,$616.98,$125.03,$61.70,20.3%,$68.58
4437,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"20,785",0,0,2,2,$99.56,$22.94,$49.78,23.0%,$16.00
4011,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"20,832",0,0,3,3,-$27.04,-$3.34,-$9.01,12.4%,-$12.19
4011,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"20,832",1,7,92,100,"$4,873.97","$1,299.14",$48.74,26.7%,$532.90
4582,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"20,856",5,0,22,27,"$1,266.96",$380.10,$46.92,30.0%,$140.89
4582,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"20,856",1,1,30,34,"$2,487.48",$865.30,$73.16,34.8%,$272.00
246,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,860",0,0,3,3,$312.37,$53.65,$104.12,17.2%,$34.71
246,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"20,860",0,0,2,2,$212.18,$198.32,$106.09,93.5%,$10.00
246,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,860",1,5,53,59,"$3,862.69",$727.99,$65.47,18.8%,$670.63
4388,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"20,863",0,0,10,10,$326.41,$87.51,$32.64,26.8%,$78.11
4272,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"20,884",4,8,85,97,"$4,635.69","$1,320.53",$47.79,28.5%,$816.79
4272,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"20,884",1,1,1,3,$31.50,$31.50,$10.50,100.0%,$10.50
44,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,945",0,1,0,1,-$3.90,-$1.89,-$3.90,48.5%,-$1.50
44,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,945",0,2,7,9,$623.85,$9.82,$69.32,1.6%,$157.96
44,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"20,945",0,0,1,1,$59.87,$59.87,$59.87,100.0%,$5.63
44,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,945",0,0,1,1,$49.79,$5.99,$49.79,12.0%,-$0.21
44,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,945",3,7,97,107,"$6,686.85","$1,500.76",$62.49,22.4%,"$1,127.17"
4645,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,961",1,2,37,40,"$2,528.25",$502.94,$63.21,19.9%,$438.93
4097,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"20,981",0,0,6,6,$384.82,$374.59,$64.14,97.3%,$24.42
4097,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,981",0,0,2,2,-$102.81,-$18.28,-$51.41,17.8%,-$18.15
4097,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"20,981",0,2,93,95,"$6,180.88","$1,357.17",$65.06,22.0%,"$1,065.95"
4337,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"20,981",1,3,48,52,"$2,791.11",$633.94,$53.68,22.7%,$313.38
8001,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"20,990",0,0,2,2,$24.01,$0.99,$12.01,4.1%,$8.00
8001,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"20,990",8,11,130,149,"$6,528.88","$1,640.52",$43.82,25.1%,"$1,295.93"
8001,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"20,990",0,1,6,7,$73.50,$73.50,$10.50,100.0%,$24.50
4561,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"21,045",0,0,1,1,$153.30,$20.69,$153.30,13.5%,$17.04
4561,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"21,045",0,0,7,7,$754.72,$726.90,$107.82,96.3%,$46.50
